		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101101  270  266  245  248  236  276  249  268  7.794044 0.453843 SUCCESS  21
000101111  244  258  267  260  237  228  232  282 10.303103 0.244393 SUCCESS  22
000110011  266  242  230  259  237  250  252  246  4.093681 0.848574 SUCCESS  23
000110101  264  267  273  258  227  266  222  250 10.955127 0.204255 SUCCESS  24
000110111  259  235  254  255  261  266  253  252  3.053778 0.930937 SUCCESS  25
000111001  248  277  239  263  236  231  241  252  6.887055 0.548866 SUCCESS  26
000111011  236  237  244  277  250  265  255  231  7.202529 0.514947 SUCCESS  27
000111101  224  259  282  255  272  224  241  221 16.083273 0.041204 SUCCESS  28
000111111  242  228  253  237  243  237  264  280  8.438182 0.391878 SUCCESS  29
001000011  268  239  248  245  269  230  242  241  5.707257 0.679985 SUCCESS  30
001000101  241  247  257  256  230  302  290  269 21.691741 0.005520 FAILURE  31
001000111  270  240  225  244  226  214  240  238 13.544865 0.094427 SUCCESS  32
001001011  247  238  250  273  263  241  269  234  6.410739 0.601325 SUCCESS  33
001001101  222  258  220  252  257  277  258  246 10.797261 0.213453 SUCCESS  34
001001111  253  268  248  227  263  262  266  229  7.763790 0.456878 SUCCESS  35
001010011  241  230  248  264  240  237  276  247  6.762416 0.562470 SUCCESS  36
001010101  246  248  280  247  265  252  253  251  4.837891 0.774754 SUCCESS  37
001010111  252  258  264  223  263  251  255  256  5.066998 0.750392 SUCCESS  38
001011011  235  257  251  245  254  267  251  260  2.923580 0.939061 SUCCESS  39
001011101  254  227  258  250  228  241  247  280  8.616218 0.375698 SUCCESS  40
001011111  288  240  286  271  256  240  249  235 15.080865 0.057592 SUCCESS  41
001100101  245  244  287  250  273  258  272  252 10.399426 0.238103 SUCCESS  42
001100111  250  230  251  266  250  245  245  238  3.517681 0.897813 SUCCESS  43
001101011  257  282  277  272  240  250  253  237 10.617026 0.224357 SUCCESS  44
001101101  262  240  239  254  242  222  250  264  5.892275 0.659297 SUCCESS  45
001101111  255  255  228  252  258  255  256  278  5.991572 0.648176 SUCCESS  46
001110101  260  245  223  242  276  246  264  243  7.674707 0.465873 SUCCESS  47
001110111  259  228  237  248  244  276  260  245  6.515984 0.589635 SUCCESS  48
001111011  260  278  301  249  284  234  251  233 21.476339 0.005984 FAILURE  49
001111101  248  236  230  231  253  241  237  240  5.450481 0.708520 SUCCESS  50
001111111  259  272  240  242  237  234  260  251  5.191766 0.736897 SUCCESS  51
010000011  262  264  247  258  251  244  281  255  5.949293 0.652912 SUCCESS  52
010000111  236  265  247  274  259  223  232  242  9.115935 0.332610 SUCCESS  53
010001011  233  240  247  251  249  268  248  248  3.026497 0.932684 SUCCESS  54
010001111  261  235  258  254  251  235  257  210  9.515063 0.300723 SUCCESS  55
010010011  231  238  237  245  253  235  260  257  4.470958 0.812332 SUCCESS  56
010010111  250  241  239  273  232  244  267  245  5.811855 0.668298 SUCCESS  57
010011011  232  251  215  252  262  268  255  266  9.528509 0.299689 SUCCESS  58
010011111  274  251  242  226  231  253  241  216 11.675418 0.166284 SUCCESS  59
010100011  245  241  273  247  242  278  249  213 11.839620 0.158504 SUCCESS  60
010100111  272  250  242  270  240  236  255  247  5.289123 0.726274 SUCCESS  61
010101011  236  244  257  235  270  240  252  253  4.214311 0.837288 SUCCESS  62
010101111  260  276  259  233  238  236  261  255  6.754529 0.563334 SUCCESS  63
010110011  249  247  261  265  253  261  261  248  2.533762 0.960138 SUCCESS  64
010110111  252  254  244  245  243  249  254  257  0.810675 0.999185 SUCCESS  65
010111011  255  227  269  245  250  244  241  285  9.443564 0.306269 SUCCESS  66
010111111  282  286  249  269  232  241  253  238 13.411564 0.098452 SUCCESS  67
011000111  247  254  253  246  255  267  224  240  4.714804 0.787578 SUCCESS  68
011001111  253  233  254  263  238  237  243  233  4.685842 0.790565 SUCCESS  69
011010111  252  278  287  272  246  254  239  266 12.631152 0.125186 SUCCESS  70
011011111  245  246  249  261  269  248  242  254  2.517341 0.960917 SUCCESS  71
011101111  238  222  246  255  235  250  245  251  5.040105 0.753281 SUCCESS  72
011111111  260  251  239  259  254  250  256  238  2.065463 0.978939 SUCCESS  73
100000000  231  235  280  264  245  267  250  271 10.088347 0.258880 SUCCESS  74
100010000  266  256  226  238  260  255  229  252  6.543006 0.586641 SUCCESS  75
100100000  203  223  266  250  221  256  271  243 18.861907 0.015616 SUCCESS  76
100101000  250  268  268  254  273  240  261  223  8.871184 0.353279 SUCCESS  77
100110000  249  237  257  253  223  221  256  278 10.828291 0.211620 SUCCESS  78
100111000  271  237  234  264  272  261  250  274  9.288283 0.318564 SUCCESS  79
101000000  235  230  264  240  278  242  250  240  7.730044 0.460275 SUCCESS  80
101000100  256  263  260  248  275  263  247  240  5.021228 0.755305 SUCCESS  81
101001000  247  264  247  266  223  239  259  253  5.833446 0.665882 SUCCESS  82
101001100  237  218  268  274  268  239  253  259 10.875095 0.208877 SUCCESS  83
101010000  247  265  243  237  255  291  227  228 13.118715 0.107830 SUCCESS  84
101010100  259  259  264  241  237  265  240  233  5.055620 0.751615 SUCCESS  85
101011000  241  254  236  240  265  259  237  283  8.098788 0.423880 SUCCESS  86
101011100  253  266  266  264  252  262  212  268 10.899273 0.207472 SUCCESS  87
101100000  244  284  243  240  263  229  265  276 11.805487 0.160096 SUCCESS  88
101100100  272  207  233  244  263  213  284  258 22.404663 0.004219 FAILURE  89
101101000  278  250  270  264  271  246  259  232  9.285051 0.318823 SUCCESS  90
101101100  249  256  252  240  233  266  240  255  3.354255 0.910202 SUCCESS  91
101110000  264  270  258  258  256  269  234  253  5.742424 0.676059 SUCCESS  92
101110100  252  240  253  230  257  231  273  273  8.197309 0.414438 SUCCESS  93
101111000  251  258  265  258  241  241  254  244  2.351588 0.968293 SUCCESS  94
101111100  247  231  265  226  218  240  262  252 10.099984 0.258078 SUCCESS  95
110000000  239  262  265  264  250  276  249  261  6.148404 0.630613 SUCCESS  96
110000010  241  255  257  261  263  229  248  245  3.785576 0.875933 SUCCESS  97
110000100  272  245  224  254  259  261  250  264  6.619418 0.578194 SUCCESS  98
110001000  236  258  224  247  272  260  249  249  6.333681 0.609909 SUCCESS  99
110001010  258  256  240  230  258  262  273  252  5.551976 0.697275 SUCCESS 100
110010000  236  243  266  250  242  225  254  246  5.050966 0.752115 SUCCESS 101
110010010  238  222  273  269  255  224  269  241 12.249608 0.140410 SUCCESS 102
110010100  237  261  246  254  248  239  241  255  2.285519 0.970984 SUCCESS 103
110011000  250  266  256  244  237  259  260  277  5.827628 0.666533 SUCCESS 104
110011010  256  268  239  248  259  249  254  225  4.997697 0.757822 SUCCESS 105
110100000  246  247  261  261  264  234  245  254  3.145964 0.924866 SUCCESS 106
110100010  247  263  262  233  249  256  235  237  4.308824 0.828241 SUCCESS 107
110100100  242  255  238  264  244  233  277  237  6.833657 0.554682 SUCCESS 108
110101000  238  215  251  249  260  276  220  223 15.613939 0.048251 SUCCESS 109
110101010  249  255  241  229  242  253  239  235  3.993479 0.857711 SUCCESS 110
110101100  258  251  248  240  263  250  247  272  3.441915 0.903651 SUCCESS 111
110110000  253  285  245  253  258  260  259  263  6.968897 0.539992 SUCCESS 112
110110010  230  233  250  237  264  233  262  288 12.126263 0.145659 SUCCESS 113
110110100  279  237  263  247  287  236  251  240 11.813244 0.159733 SUCCESS 114
110111000  255  259  239  259  270  243  236  263  4.645244 0.794732 SUCCESS 115
110111010  252  265  250  254  245  253  262  263  2.455022 0.963795 SUCCESS 116
110111100  261  234  262  243  237  243  227  236  6.252485 0.618973 SUCCESS 117
111000000  251  267  258  250  264  266  250  248  3.358263 0.909907 SUCCESS 118
111000010  265  234  222  246  249  252  247  253  5.391006 0.715083 SUCCESS 119
111000100  240  262  220  242  256  245  233  236  7.248428 0.510082 SUCCESS 120
111000110  251  251  262  294  223  248  237  268 13.690836 0.090188 SUCCESS 121
111001000  240  227  255  231  220  252  240  244  8.490545 0.387075 SUCCESS 122
111001010  253  256  234  252  266  248  237  227  5.222020 0.733604 SUCCESS 123
111001100  248  261  264  250  243  259  269  283  7.875111 0.445764 SUCCESS 124
111010000  258  252  255  234  238  235  258  248  3.249139 0.917764 SUCCESS 125
111010010  238  244  253  246  246  217  280  267 10.338141 0.242090 SUCCESS 126
111010100  229  231  241  259  251  239  232  224  8.618416 0.375501 SUCCESS 127
111010110  264  261  236  235  249  255  233  278  7.601786 0.473302 SUCCESS 128
111011000  239  263  249  250  282  267  260  244  7.206020 0.514577 SUCCESS 129
111011010  270  255  275  249  274  245  241  238  7.771935 0.456059 SUCCESS 130
111011100  241  246  239  247  285  255  251  266  7.178093 0.517546 SUCCESS 131
111100000  238  241  260  263  247  248  244  239  2.744638 0.949347 SUCCESS 132
111100010  263  273  251  251  227  235  256  254  6.232186 0.621241 SUCCESS 133
111100100  243  244  278  243  229  257  261  241  6.660663 0.573647 SUCCESS 134
111100110  226  268  263  239  248  252  259  258  5.558182 0.696586 SUCCESS 135
111101000  246  257  238  219  231  231  263  246  8.584412 0.378557 SUCCESS 136
111101010  241  249  245  250  234  234  251  233  3.752735 0.878715 SUCCESS 137
111101100  234  265  271  239  271  242  233  234  8.658109 0.371953 SUCCESS 138
111101110  257  255  253  254  264  226  267  257  5.006360 0.756896 SUCCESS 139
111110000  274  251  240  267  243  248  251  243  4.425059 0.816883 SUCCESS 140
111110010  246  243  255  259  248  254  243  229  2.814586 0.945449 SUCCESS 141
111110100  235  243  250  250  246  235  263  252  2.843160 0.943811 SUCCESS 142
111110110  261  260  257  237  279  254  223  257  8.584541 0.378545 SUCCESS 143
111111000  297  263  252  264  254  247  261  255 11.385673 0.180789 SUCCESS 144
111111010  251  245  249  259  226  236  253  264  4.486861 0.810746 SUCCESS 145
111111100  272  247  244  261  250  233  256  231  5.526764 0.700073 SUCCESS 146
111111110  260  251  239  259  254  250  256  238  2.065463 0.978939 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  242  236  268  241  268  232  245  270  7.191022 0.516170 SUCCESS   0
000000011  263  247  257  247  240  239  256  260  2.454634 0.963813 SUCCESS   1
000000101  239  215  256  235  263  256  228  223 12.504574 0.130071 SUCCESS   2
000000111  237  247  254  231  257  242  247  260  3.211515 0.920391 SUCCESS   3
000001001  237  230  245  237  263  276  259  267  8.185543 0.415559 SUCCESS   4
000001011  243  229  253  245  253  244  233  239  4.042610 0.853259 SUCCESS   5
000001101  273  274  261  251  261  254  223  278 11.912929 0.155131 SUCCESS   6
000001111  260  220  252  225  268  239  232  249  9.918457 0.270796 SUCCESS   7
000010001  269  257  273  267  255  242  247  242  5.757681 0.674354 SUCCESS   8
000010011  263  248  226  236  254  279  256  256  7.755774 0.457683 SUCCESS   9
000010101  248  251  244  213  275  268  234  258 11.082869 0.197048 SUCCESS  10
000010111  240  216  257  267  263  261  240  237  8.905317 0.350346 SUCCESS  11
000011001  249  262  261  264  258  231  264  238  5.080057 0.748986 SUCCESS  12
000011011  276  279  255  240  251  257  224  267 10.999345 0.201736 SUCCESS  13
000011101  262  263  262  244  282  212  276  238 15.648461 0.047697 SUCCESS  14
000011111  225  240  277  234  278  250  227  247 12.541681 0.128622 SUCCESS  15
000100011  255  275  289  263  253  224  217  227 19.210222 0.013775 SUCCESS  16
000100101  242  258  223  255  240  277  229  247  8.937123 0.347628 SUCCESS  17
000100111  251  225  214  241  244  290  266  238 16.706853 0.033311 SUCCESS  18
000101001  230  240  225  241  260  255  256  260  6.065269 0.639921 SUCCESS  19
000101011  238  255  239  202  268  244  271  278 17.289446 0.027232 SUCCESS  20
000101101  235  252  243  243  239  252  257  243  2.270909 0.971560 SUCCESS  21
000101111  236  233  265  254  259  270  256  243  5.347564 0.719864 SUCCESS  22
000110011  242  275  255  260  262  250  252  253  4.023733 0.854976 SUCCESS  23
000110101  284  265  240  252  254  246  268  267  8.822440 0.357496 SUCCESS  24
000110111  269  261  274  260  226  254  231  273 10.928881 0.205762 SUCCESS  25
000111001  246  243  252  250  251  252  239  230  2.456962 0.963708 SUCCESS  26
000111011  270  274  248  243  244  211  263  228 13.398505 0.098854 SUCCESS  27
000111101  227  246  240  247  276  226  261  264  9.195709 0.326056 SUCCESS  28
000111111  268  275  245  251  257  245  252  241  4.696186 0.789500 SUCCESS  29
001000011  250  257  245  270  272  230  241  224  8.749131 0.363899 SUCCESS  30
001000101  253  236  282  269  263  256  258  248  7.716339 0.461658 SUCCESS  31
001000111  251  282  250  272  250  253  235  219 11.189018 0.191217 SUCCESS  32
001001011  258  255  243  250  236  242  246  252  1.727103 0.988266 SUCCESS  33
001001101  274  248  261  238  267  271  255  258  6.893907 0.548121 SUCCESS  34
001001111  228  230  252  261  237  295  240  248 13.681139 0.090464 SUCCESS  35
001010011  247  265  232  263  227  260  242  263  6.574166 0.583193 SUCCESS  36
001010101  237  272  251  239  238  234  247  258  5.160347 0.740309 SUCCESS  37
001010111  237  254  243  216  264  244  269  253  8.239071 0.410472 SUCCESS  38
001011011  238  236  252  230  218  270  266  246 10.089511 0.258800 SUCCESS  39
001011101  257  215  252  247  242  237  225  234  9.922077 0.270538 SUCCESS  40
001011111  246  260  244  268  253  242  269  266  4.830392 0.775541 SUCCESS  41
001100101  268  280  264  258  229  240  242  260  9.062020 0.337091 SUCCESS  42
001100111  251  272  246  243  268  252  236  262  5.043208 0.752948 SUCCESS  43
001101011  256  282  243  250  259  240  258  253  5.644549 0.686978 SUCCESS  44
001101101  236  241  241  253  261  274  270  240  6.472929 0.594412 SUCCESS  45
001101111  268  270  276  267  263  237  248  255  8.517309 0.384634 SUCCESS  46
001110101  262  234  232  255  256  266  258  234  5.630586 0.688533 SUCCESS  47
001110111  245  255  261  233  229  237  252  216  9.217042 0.324319 SUCCESS  48
001111011  228  244  241  246  278  219  249  248  9.787095 0.280288 SUCCESS  49
001111101  232  249  283  278  263  247  234  265 11.827079 0.159088 SUCCESS  50
001111111  246  251  239  231  227  244  249  241  4.732129 0.785785 SUCCESS  51
010000011  237  243  245  239  271  259  239  224  6.957648 0.541209 SUCCESS  52
010000111  264  245  259  267  273  222  276  244 10.829842 0.211528 SUCCESS  53
010001011  234  253  266  259  226  253  253  235  5.876501 0.661063 SUCCESS  54
010001111  254  281  240  265  263  254  257  255  6.467370 0.595029 SUCCESS  55
010010011  244  258  274  259  292  252  263  250 11.157988 0.192907 SUCCESS  56
010010111  242  241  254  283  222  242  235  246  9.672800 0.288746 SUCCESS  57
010011011  258  213  277  258  250  272  268  246 12.624428 0.125442 SUCCESS  58
010011111  232  242  240  269  244  244  243  262  4.605939 0.798743 SUCCESS  59
010100011  260  241  241  284  259  238  254  254  6.934117 0.543757 SUCCESS  60
010100111  247  242  242  258  228  231  227  255  6.610756 0.579150 SUCCESS  61
010101011  237  274  236  259  247  250  234  268  6.665964 0.573063 SUCCESS  62
010101111  253  272  246  234  253  256  252  253  3.407523 0.906247 SUCCESS  63
010110011  243  265  244  216  231  255  255  240  8.173002 0.416756 SUCCESS  64
010110111  253  256  249  237  250  265  268  256  3.314303 0.913114 SUCCESS  65
010111011  250  229  235  241  238  244  251  270  5.489010 0.704257 SUCCESS  66
010111111  248  256  248  250  250  244  245  245  0.536057 0.999826 SUCCESS  67
011000111  257  257  218  220  228  230  238  237 13.303345 0.101830 SUCCESS  68
011001111  246  265  248  236  221  249  234  252  6.377640 0.605009 SUCCESS  69
011010111  232  287  224  253  242  263  279  261 14.788145 0.063398 SUCCESS  70
011011111  270  252  269  248  235  233  251  259  5.649721 0.686402 SUCCESS  71
011101111  237  241  278  226  234  230  245  235 10.400073 0.238061 SUCCESS  72
011111111  266  240  250  241  214  247  243  241  7.737673 0.459506 SUCCESS  73
100000000  242  236  268  241  268  232  245  270  7.191022 0.516170 SUCCESS  74
100010000  243  241  268  264  259  219  254  214 12.423766 0.133274 SUCCESS  75
100100000  269  275  262  218  260  232  243  220 14.589810 0.067630 SUCCESS  76
100101000  244  231  231  271  286  240  277  243 13.958343 0.082858 SUCCESS  77
100110000  263  231  254  220  272  246  228  255 10.153253 0.254434 SUCCESS  78
100111000  236  281  245  258  254  249  239  247  5.764533 0.673588 SUCCESS  79
101000000  254  244  235  244  258  255  263  261  2.864881 0.942549 SUCCESS  80
101000100  222  243  247  274  239  275  251  221 12.433333 0.132891 SUCCESS  81
101001000  255  286  239  249  248  240  242  254  6.733196 0.565673 SUCCESS  82
101001100  270  262  258  228  274  242  241  251  7.508566 0.482883 SUCCESS  83
101010000  261  235  237  246  271  256  244  262  4.916760 0.766435 SUCCESS  84
101010100  233  250  265  241  238  231  252  252  4.579305 0.801447 SUCCESS  85
101011000  284  228  232  230  255  254  250  252  9.965002 0.267491 SUCCESS  86
101011100  247  263  225  230  220  229  262  238 11.705931 0.164815 SUCCESS  87
101100000  259  266  261  237  266  268  237  280  9.426238 0.307624 SUCCESS  88
101100100  253  257  290  257  264  235  240  278 12.471345 0.131380 SUCCESS  89
101101000  238  282  242  267  238  244  246  252  7.121592 0.523573 SUCCESS  90
101101100  234  245  235  272  269  258  247  247  5.929770 0.655099 SUCCESS  91
101110000  224  241  256  236  230  240  228  258  8.416590 0.393869 SUCCESS  92
101110100  239  255  242  260  243  249  264  231  3.791782 0.875404 SUCCESS  93
101111000  222  237  248  243  249  252  265  241  5.443370 0.709306 SUCCESS  94
101111100  259  275  266  260  248  242  257  270  6.542877 0.586656 SUCCESS  95
110000000  225  224  253  231  250  241  233  259  8.768655 0.362186 SUCCESS  96
110000010  259  237  241  236  237  269  266  284 10.218933 0.249995 SUCCESS  97
110000100  270  265  263  251  257  264  247  235  5.277745 0.727520 SUCCESS  98
110001000  265  246  285  240  244  214  232  218 17.560057 0.024778 SUCCESS  99
110001010  255  265  220  242  248  225  267  271 10.644566 0.222663 SUCCESS 100
110010000  258  276  263  249  259  239  237  242  5.567749 0.695523 SUCCESS 101
110010010  253  264  235  233  285  228  265  272 12.983475 0.112419 SUCCESS 102
110010100  244  265  235  283  238  250  277  250 10.133729 0.255765 SUCCESS 103
110011000  244  246  235  229  256  251  228  244  5.266497 0.728750 SUCCESS 104
110011010  234  269  262  261  265  245  259  231  6.515596 0.589678 SUCCESS 105
110100000  279  250  242  260  255  259  252  232  5.957438 0.652000 SUCCESS 106
110100010  230  250  249  241  241  251  239  248  2.844065 0.943759 SUCCESS 107
110100100  254  271  245  247  248  254  249  253  2.158295 0.975770 SUCCESS 108
110101000  239  245  226  263  255  272  253  237  6.527491 0.588360 SUCCESS 109
110101010  233  252  250  261  247  247  239  261  2.787305 0.946988 SUCCESS 110
110101100  263  209  253  252  274  234  264  255 12.065107 0.148323 SUCCESS 111
110110000  241  248  250  252  266  255  251  263  2.237552 0.972849 SUCCESS 112
110110010  228  282  262  267  252  237  228  265 11.682529 0.165941 SUCCESS 113
110110100  238  286  249  282  259  226  244  234 14.127329 0.078506 SUCCESS 114
110111000  236  249  250  260  247  262  257  264  2.878715 0.941737 SUCCESS 115
110111010  255  257  248  258  246  252  261  267  2.372275 0.967421 SUCCESS 116
110111100  240  231  270  255  241  248  253  248  4.069374 0.850811 SUCCESS 117
111000000  232  240  258  252  238  257  246  246  2.962497 0.936689 SUCCESS 118
111000010  238  272  239  236  245  263  236  241  5.854651 0.663509 SUCCESS 119
111000100  252  243  271  230  265  214  232  221 14.802497 0.063101 SUCCESS 120
111000110  246  253  262  279  227  253  249  247  6.448105 0.597169 SUCCESS 121
111001000  264  267  262  239  243  268  232  232  7.328202 0.501671 SUCCESS 122
111001010  243  243  223  243  223  271  277  244 11.625899 0.168692 SUCCESS 123
111001100  251  262  254  252  228  233  221  250  7.354061 0.498958 SUCCESS 124
111010000  271  253  238  252  238  256  250  250  3.219919 0.919808 SUCCESS 125
111010010  261  255  246  252  221  248  259  267  5.714885 0.679134 SUCCESS 126
111010100  243  251  267  263  267  259  252  241  3.989859 0.858037 SUCCESS 127
111010110  276  237  261  242  277  254  264  273 10.354303 0.241034 SUCCESS 128
111011000  271  244  258  244  242  243  261  260  3.772129 0.877075 SUCCESS 129
111011010  245  239  235  270  274  222  233  248 10.024606 0.263303 SUCCESS 130
111011100  224  243  247  253  256  250  262  222  7.056945 0.530501 SUCCESS 131
111100000  251  207  236  247  260  248  243  268 10.470667 0.233532 SUCCESS 132
111100010  226  233  248  230  256  218  225  254 12.273786 0.139400 SUCCESS 133
111100100  262  259  251  243  263  259  227  227  6.548307 0.586055 SUCCESS 134
111100110  244  267  264  254  240  267  243  254  4.104412 0.847582 SUCCESS 135
111101000  267  242  226  258  226  259  231  275 10.904057 0.207195 SUCCESS 136
111101010  232  263  251  263  263  256  260  254  4.076614 0.850146 SUCCESS 137
111101100  245  247  278  252  248  245  247  266  4.620937 0.797215 SUCCESS 138
111101110  234  264  256  275  273  249  236  254  7.680137 0.465322 SUCCESS 139
111110000  229  260  258  235  245  259  273  264  6.875160 0.550160 SUCCESS 140
111110010  261  262  243  237  271  253  256  245  4.116178 0.846492 SUCCESS 141
111110100  266  247  257  248  228  243  254  262  4.183539 0.840196 SUCCESS 142
111110110  242  254  265  270  232  232  240  271  7.836970 0.449555 SUCCESS 143
111111000  239  239  255  249  252  262  247  245  1.860275 0.985000 SUCCESS 144
111111010  263  248  254  237  234  234  252  247  3.649301 0.887299 SUCCESS 145
111111100  228  247  243  225  251  253  251  245  4.969899 0.760788 SUCCESS 146
111111110  266  240  250  241  214  247  243  241  7.737673 0.459506 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  245  250  258  258  233  281  255  242  6.175814 0.627545 SUCCESS   0
000000011  264  232  233  273  239  285  249  238 11.706319 0.164796 SUCCESS   1
000000101  240  288  257  257  244  268  246  261  8.857737 0.354439 SUCCESS   2
000000111  242  263  246  264  234  271  233  247  5.957826 0.651956 SUCCESS   3
000001001  239  245  260  231  250  244  247  228  4.692824 0.789846 SUCCESS   4
000001011  247  251  256  247  264  260  242  226  4.099240 0.848060 SUCCESS   5
000001101  266  224  236  222  255  249  255  244  8.264283 0.408089 SUCCESS   6
000001111  231  272  242  250  246  253  228  258  6.129010 0.632783 SUCCESS   7
000010001  233  271  235  234  266  290  245  250 12.795871 0.119069 SUCCESS   8
000010011  235  243  247  251  239  251  236  247  2.521349 0.960728 SUCCESS   9
000010101  240  273  258  260  224  262  259  262  7.609414 0.472522 SUCCESS  10
000010111  248  275  234  267  255  276  251  233  8.962465 0.345472 SUCCESS  11
000011001  256  261  238  245  250  244  269  251  2.997277 0.934528 SUCCESS  12
000011011  267  224  231  220  277  241  257  258 13.025366 0.110980 SUCCESS  13
000011101  253  267  256  227  247  224  255  267  7.703281 0.462978 SUCCESS  14
000011111  236  275  262  232  239  242  218  252 10.346028 0.241574 SUCCESS  15
000100011  250  251  256  247  229  272  262  255  4.719459 0.787097 SUCCESS  16
000100101  257  242  247  244  262  239  247  236  2.594917 0.957158 SUCCESS  17
000100111  240  235  258  273  273  279  218  235 14.635321 0.066637 SUCCESS  18
000101001  245  249  262  229  253  239  275  258  5.917745 0.656445 SUCCESS  19
000101011  224  260  255  247  246  244  257  288  9.746238 0.283290 SUCCESS  20
000101101  280  225  242  254  259  250  269  236  9.282077 0.319062 SUCCESS  21
000101111  235  251  211  296  250  263  247  239 17.218723 0.027910 SUCCESS  22
000110011  264  242  262  257  243  253  246  251  2.186869 0.974740 SUCCESS  23
000110101  256  235  274  279  254  220  241  248 11.084937 0.196933 SUCCESS  24
000110111  253  222  215  228  248  238  251  259 11.292194 0.185686 SUCCESS  25
000111001  252  251  250  271  223  256  264  227  8.009188 0.432573 SUCCESS  26
000111011  248  264  258  219  260  226  260  257  8.480590 0.387985 SUCCESS  27
000111101  208  270  268  274  246  262  244  249 13.494699 0.095924 SUCCESS  28
000111111  254  261  249  224  221  243  236  259  8.189293 0.415201 SUCCESS  29
001000011  267  228  276  247  270  225  245  241 10.711539 0.218585 SUCCESS  30
001000101  252  242  226  237  250  247  251  270  5.056784 0.751490 SUCCESS  31
001000111  248  251  265  220  246  266  268  258  7.408752 0.493240 SUCCESS  32
001001011  249  229  260  249  263  238  247  254  3.643612 0.887763 SUCCESS  33
001001101  265  242  237  241  253  224  244  243  5.409236 0.713074 SUCCESS  34
001001111  227  265  233  235  248  246  231  252  6.830941 0.554978 SUCCESS  35
001010011  210  245  248  233  251  254  254  256  8.214634 0.412790 SUCCESS  36
001010101  256  251  243  240  226  251  262  239  4.249091 0.833979 SUCCESS  37
001010111  256  260  252  247  257  241  264  263  2.669648 0.953350 SUCCESS  38
001011011  262  260  236  265  278  258  251  250  6.271749 0.616821 SUCCESS  39
001011101  250  256  252  253  233  272  261  257  4.108679 0.847187 SUCCESS  40
001011111  230  254  211  294  245  262  236  238 18.126101 0.020301 SUCCESS  41
001100101  242  275  239  262  249  235  241  240  5.628776 0.688735 SUCCESS  42
001100111  261  234  248  234  229  262  254  251  5.122723 0.744382 SUCCESS  43
001101011  246  244  277  282  258  244  245  280 11.718602 0.164208 SUCCESS  44
001101101  264  254  272  234  261  238  252  222  8.295055 0.405192 SUCCESS  45
001101111  270  220  225  224  269  268  238  246 14.252226 0.075424 SUCCESS  46
001110101  258  271  255  233  253  254  245  252  3.614651 0.890112 SUCCESS  47
001110111  240  279  277  234  257  240  260  261  9.505624 0.301451 SUCCESS  48
001111011  239  250  254  266  228  269  230  232  8.113398 0.422472 SUCCESS  49
001111101  248  263  248  248  259  251  254  263  1.857947 0.985061 SUCCESS  50
001111111  226  283  225  243  247  233  232  245 12.345673 0.136434 SUCCESS  51
010000011  248  235  249  238  241  244  239  255  2.628921 0.955448 SUCCESS  52
010000111  236  252  254  234  259  234  229  267  6.362901 0.606651 SUCCESS  53
010001011  232  246  229  242  245  254  255  241  4.097042 0.848263 SUCCESS  54
010001111  254  249  277  254  216  260  249  254  8.421244 0.393439 SUCCESS  55
010010011  236  238  258  256  264  250  251  262  3.233236 0.918879 SUCCESS  56
010010111  249  258  258  250  257  284  247  236  6.372469 0.605585 SUCCESS  57
010011011  258  260  243  233  239  235  259  228  5.840299 0.665115 SUCCESS  58
010011111  239  255  224  250  259  230  223  270 10.055636 0.261143 SUCCESS  59
010100011  262  230  233  238  227  246  244  261  6.939030 0.543225 SUCCESS  60
010100111  214  236  263  232  248  244  245  283 12.982699 0.112446 SUCCESS  61
010101011  276  270  243  259  234  247  289  264 13.200558 0.105133 SUCCESS  62
010101111  249  260  250  257  237  249  234  239  2.880525 0.941630 SUCCESS  63
010110011  239  258  272  263  257  224  265  252  7.418061 0.492270 SUCCESS  64
010110111  254  283  268  253  276  261  225  274 14.228178 0.076009 SUCCESS  65
010111011  262  245  261  238  246  245  257  235  3.097479 0.928092 SUCCESS  66
010111111  242  255  247  304  239  282  244  248 17.380727 0.026380 SUCCESS  67
